,allstops.stop_id,allstops.stop_name,allstops.latitude,allstops.longitude,allstops.location_type,allstops.parent_station,center_dist
38020,8590554,"Dübendorf, City Center",47.397,8.6164875,,,6.121022823934539
38021,8590555,"Dübendorf, Claridenstrasse",47.39488,8.628705,,,6.926404878950826
38022,8590556,"Dübendorf, Innovationspark",47.40566,8.630609,,,7.470847090437307
38023,8590557,"Dübendorf, EMPA",47.40187,8.611439,,,5.9833268718615775
38024,8590558,"Dübendorf, Flugplatz",47.40238,8.627402,,,7.1046356089647915
38025,8590559,"Dübendorf, Gfenn",47.39307,8.64747,,,8.254881486442935
38026,8590561,"Dübendorf, Am Ring",47.40215,8.607657,,,5.743225146571253
38027,8590562,"Dübendorf, Glärnischstrasse",47.39624,8.629935,,,7.057397591468882
38028,8590563,"Dübendorf, Grüzenstrasse",47.39129,8.617161,,,5.9827854066249175
38029,8590565,"Dübendorf, Heidenrietstrasse",47.394295,8.652007,,,8.617546905472304
38030,8590566,"Dübendorf, Hoffnung",47.396004,8.599958,,,4.922909725113383
38031,8590567,"Dübendorf, Högler",47.39178,8.6147175,,,5.818290825788282
38032,8590568,"Dübendorf, Im Grund",47.401554,8.617583,,,6.387885922365232
38033,8590569,"Dübendorf, Kämmaten",47.38949,8.596653,,,4.438478417602411
38034,8590570,"Dübendorf, Kirche Wil",47.389336,8.618203,,,6.010292816488917
38035,8590571,"Dübendorf, Kreuzbühl",47.38884,8.621554,,,6.2469308701721715
38036,8590573,"Dübendorf, Kunsteisbahn",47.389217,8.628911,,,6.799680086387828
38037,8590574,"Dübendorf, Lindenbühl",47.39491,8.645745,,,8.171783200725212
38038,8590575,"Dübendorf, Lindenplatz",47.398506,8.6202965,,,6.448461800948553
38039,8590576,"Dübendorf, Meiershofstrasse",47.3967,8.613604,,,5.905519671847348
38040,8590577,"Dübendorf, Memphis",47.399925,8.616317,,,6.228146996543198
38041,8590578,"Wallisellen, Neugut",47.40483,8.60427,,,5.6687132840248395
38042,8590579,"Dübendorf, Neugut Süd",47.402843,8.60136,,,5.366535341554583
38043,8590580,"Dübendorf, Post",47.396168,8.61691,,,6.120025251194925
38044,8590581,"Dübendorf, Raubbühl",47.391556,8.634876,,,7.291076817758351
38045,8590582,"Dübendorf, Ringstrasse",47.40015,8.607271,,,5.617010425776821
38046,8590583,"Dübendorf, Ringwiesen",47.397533,8.604217,,,5.285393772175103
38047,8590584,"Dübendorf, Schossacher",47.39489,8.64023,,,7.767047554066625
38048,8590586,"Dübendorf, Schwimmbad",47.396515,8.623153,,,6.578405407021897
38049,8590587,"Dübendorf, Sonnenberg",47.393055,8.633367,,,7.2162244078417626
38050,8590588,"Dübendorf, Sonnental",47.395435,8.60366,,,5.155575939343826
38051,8590589,"Dübendorf, Stadthaus",47.39689,8.620027,,,6.368351295206137
38052,8590590,"Dübendorf, Sunnhalde",47.390537,8.632468,,,7.090602110070868
38053,8590591,"Dübendorf, Unterdorf",47.39867,8.618275,,,6.312572874586998
38054,8590592,"Dübendorf, Wasserfurren",47.393982,8.611241,,,5.637308340699361
38055,8590593,"Dübendorf, Zelglistrasse",47.39393,8.617467,,,6.083277464228409
38056,8590594,"Dübendorf, Zwinggarten",47.404278,8.619713,,,6.661410746851896
38057,8590596,"Ebmatingen, Leeacherstrasse",47.35477,8.634391,,,7.563765766581149
38058,8590597,"Ebmatingen, Looren",47.34043,8.651468,,,9.381690686802749
38059,8590600,"Egetswil, Dorf",47.471916,8.582433,,,10.909972960695054
38060,8590601,"Egg, Station",47.301323,8.689673,,,14.147834455712902
38061,8590602,"Fahrweid, Brunaustrasse",47.414417,8.414043,,,10.329554468381044
38062,8590603,"Fahrweid, Limmatbrücke",47.407597,8.411887,,,10.211162023042984
38063,8590604,"Fällanden, Bruggacher",47.374966,8.63263,,,6.977199746217588
38064,8590605,"Fällanden, Eggler",47.37159,8.634714,,,7.16276220637883
38065,8590606,"Fällanden, Gemeindehaus",47.371815,8.640167,,,7.569385805486492
38066,8590607,"Fällanden, Industrie",47.37612,8.644353,,,7.8550633909389544
38067,8590608,"Fällanden, Jugendherberge",47.35972,8.653597,,,8.791989489442825
38068,8590609,"Fällanden, Neuhus",47.36851,8.645135,,,7.9835323680178965
38069,8590610,"Fällanden, Schützenhaus",47.368626,8.632478,,,7.037358992658993
38070,8590611,"Fällanden, Wigarten",47.37101,8.64217,,,7.728460142703711
38071,8590612,"Fällanden, Zil",47.372246,8.636214,,,7.268251360863302
38072,8590613,"Forch, Bahnhof",47.325745,8.649564,,,10.101456151282596
38073,8590614,"Geroldswil, Dorfstrasse",47.41984,8.413136,,,10.641423460734941
38074,8590615,"Geroldswil, Grindlen",47.41812,8.415328,,,10.409742381680717
38075,8590616,"Geroldswil, Schweizäcker",47.42288,8.404377,,,11.383178129250368
38076,8590617,"Geroldswil, Welbrig",47.41807,8.4190645,,,10.153346785854513
38077,8590618,"Geroldswil, Zentrum",47.421455,8.409444,,,10.970335324820045
38078,8590619,"Glanzenberg, Bahnhof",47.39871,8.419586,,,9.374292188525557
38079,8590620,"Glattbrugg, Bahnhof",47.43057,8.559355,,,6.008581867164817
38080,8590621,"Glattbrugg, Frohbühlstrasse",47.428093,8.557361,,,5.705350321265544
38081,8590622,"Glattbrugg, Giebeleichstrasse",47.42855,8.563514,,,5.876619341656104
38082,8590623,"Glattbrugg, Halden",47.428093,8.56964,,,5.98361065601621
38083,8590625,"Glattbrugg, Lättenwiesen",47.428123,8.565697,,,5.882983460331542
38084,8590626,"Glattpark, Lindberghplatz",47.425602,8.56107,,,5.508911618562738
38085,8590627,"Glattbrugg, Mode Center TMC",47.423443,8.559022,,,5.235086120684183
38086,8590628,"Glattbrugg, Oberhusen",47.427013,8.569703,,,5.873931149135547
38087,8590629,"Glattbrugg, Post",47.43054,8.561115,,,6.0386258336372
38088,8590631,"Glattbrugg, Zentrum",47.433376,8.565751,,,6.439689864282177
38089,8590632,"Opfikon, Zil",47.422733,8.576862,,,5.678199220723096
38090,8590633,"Glattpark, Chavez-Allee",47.42234,8.560828,,,5.156431031961755
38091,8590634,"Glattpark, Lindbergh-Allee",47.424313,8.5626335,,,5.407262410918826
38092,8590635,"Gockhausen, Ursprungstrasse",47.38485,8.600048,,,4.572724675651711
38093,8590636,"Greifensee, Im Langacher",47.364525,8.685137,,,11.031235538269401
38094,8590637,"Greifensee, Pfisterhölzli",47.363976,8.690761,,,11.45955370224138
38095,8590638,"Greifensee, Städtli",47.365322,8.678139,,,10.496539798677563
38096,8590639,"Greifensee, Tumigerstrasse",47.366264,8.679756,,,10.603680840708156
38097,8590640,"Greifensee, Im Hof",47.36489,8.681319,,,10.74057879670304
38098,8590641,"Herrliberg, Busenhardstrasse",47.29096,8.610496,,,11.061149526250853
38099,8590642,"Herrliberg, Kirche Wetzwil",47.29657,8.625462,,,11.128459043707842
38100,8590643,"Herrliberg, Oberdorfweg",47.28697,8.616506,,,11.669537245948462
38101,8590644,"Herrliberg, Rain",47.292866,8.607109,,,10.75328484998527
38102,8590645,"Herrliberg, Rebberg",47.288784,8.614736,,,11.428084042800593
38103,8590646,"Herrliberg, Wetzwil",47.294704,8.630789,,,11.531834319422398
38104,8590647,"Herrliberg-Feldmeilen,Bhf West",47.28252,8.61178,,,11.937789395847929
38105,8590648,"Hinteregg, Station",47.305862,8.684059,,,13.506036405343355
38106,8590649,"Hinwil, Alpenblick",47.305603,8.844489,,,24.319240065649826
38107,8590650,"Horgen, Altersheim/Tödistrasse",47.261837,8.584633,,,13.377158332604195
38108,8590651,"Horgen, Dorfgasse",47.2601,8.599015,,,13.872026541789374
38109,8590652,"Horgen, Glärnischhof",47.25459,8.609489,,,14.715947520472385
38110,8590653,"Horgen, Käpfnach",47.254463,8.615868,,,14.906480196566374
38111,8590654,"Horgen, Meilibach",47.251335,8.626163,,,15.536132151764866
38112,8590655,"Horgen, Panorama/CS",47.258144,8.587068,,,13.821329900477735
38113,8590656,"Horgen, Rietli",47.253307,8.619416,,,15.12901312404883
38114,8590657,"Horgen, Risi/Dow",47.250984,8.61788,,,15.322322714449417
38115,8590658,"Horgen, Rotweg",47.25676,8.608412,,,14.461300555130501
38116,8590659,"Horgen, Schärbächli/Fähre",47.259167,8.602698,,,14.061059681586075
38117,8590660,"Horgen, Schinzenhof",47.26058,8.597444,,,13.783871467831718
38118,8590661,"Horgen, Teufenbach",47.256218,8.605205,,,14.43384713519039
38119,8590662,"Horgen, Waldhof",47.232944,8.620431,,,17.261638714315676
38120,8590663,"Horgen, Wannenthal",47.256603,8.602231,,,14.318764398626584
38121,8590665,"Horgenberg, Nordecke",47.25988,8.578156,,,13.476118295627588
38122,8590668,"Itschnach, Rebweg",47.32659,8.59809,,,7.2128889132402785
38123,8590669,"Itschnach, Tägermoos",47.325867,8.594011,,,7.096989628073649
38124,8590670,"Kilchberg ZH, Altersheim",47.319893,8.5407505,,,6.488279087608019
38125,8590671,"Kilchberg ZH, Auf Brunnen",47.31877,8.545754,,,6.626431465700027
38126,8590672,"Kilchberg ZH, Bächlerstrasse",47.329033,8.5396,,,5.470864783294407
38127,8590673,"Kilchberg ZH, Bahnhof",47.324383,8.54808,,,6.017765957640637
38128,8590674,"Kilchberg ZH, Bendlikon",47.32209,8.550605,,,6.292721293082443
38129,8590675,"Kilchberg ZH, Gottlieb-Binder",47.322975,8.542834,,,6.148282353462464
38130,8590677,"Kilchberg ZH, Hornhaldenstr.",47.332108,8.541846,,,5.1298908499912255
38131,8590678,"Kilchberg ZH, Kirche",47.317776,8.541514,,,6.72454420148407
38132,8590679,"Kilchberg ZH, Spital",47.32171,8.535378,,,6.296340929582209
38133,8590680,"Kilchberg ZH, Kreuzstrasse",47.32506,8.54526,,,5.9252833109994
38134,8590681,"Kilchberg ZH, Lindt & Sprüngli",47.319073,8.5511265,,,6.6308531749987685
38135,8590682,"Kilchberg ZH, Mythenstrasse",47.32636,8.540669,,,5.7683517201372165
38136,8590683,"Kilchberg ZH, Paradiessteig",47.32969,8.543149,,,5.4021464676131625
38137,8590684,"Kilchberg ZH, Paradiesstrasse",47.328728,8.547218,,,5.5300552365171605
38138,8590685,"Kilchberg ZH, Sanatorium",47.32711,8.544452,,,5.693812645867602
38139,8590686,"Kilchberg ZH, Schlimbergstr.",47.32477,8.543005,,,5.949017833142979
38140,8590688,"Kilchberg ZH, Schoorenstrasse",47.317307,8.549491,,,6.8121747810244555
38141,8590689,"Kilchberg ZH,Schulhaus Dorfstr",47.32176,8.547802,,,6.30645328603184
38142,8590690,"Kilchberg ZH, Schwelle",47.32168,8.545233,,,6.300683798189884
38143,8590691,"Kilchberg ZH, Stockengut",47.324112,8.540373,,,6.018501229221117
38144,8590692,"Kilchberg ZH, Weinbergstrasse",47.331985,8.543283,,,5.147344051907803
38145,8590693,"Kloten, Breitistrasse/Bahnhof",47.447956,8.584139,,,8.444668527632336
38146,8590694,"Kloten, Buchhalden",47.444572,8.5954485,,,8.483936220282752
38147,8590697,"Kloten, Schluefweg",47.44606,8.581309,,,8.167626829655084
38148,8590698,"Kloten, Schulstrasse",47.445843,8.587669,,,8.339504335686724
38149,8590699,"Kloten, Stadthaus",47.45126,8.581103,,,8.700445275685436
38150,8590700,"Kloten, Wallisellenstrasse",47.444164,8.589862,,,8.24482177162417
38151,8590701,"Küsnacht ZH, Gartenstrasse",47.3115,8.587525,,,8.235489454300057
38152,8590702,"Küsnacht ZH, Hallenbad",47.313564,8.5851,,,7.949480239574781
38153,8590703,"Küsnacht ZH, Oberfeld",47.31314,8.588801,,,8.114314902891133
38154,8590704,"Küsnacht ZH, Reform. Kirche",47.316593,8.583905,,,7.606287959983048
38155,8590705,"Küsnacht ZH, Zentrum",47.31828,8.581884,,,7.371244142022907
38156,8590706,"Langnau am Albis, Altersheim",47.286236,8.533825,,,10.246068147534555
38157,8590707,"Langnau am Albis, Hehlstrasse",47.28446,8.536897,,,10.435480683797383
38158,8590708,"Langnau am Albis, Langmoos",47.283123,8.534399,,,10.590365276587061
38159,8590709,"Langnau am Albis, Unterrengg",47.28099,8.537472,,,10.820745564067268
38160,8590710,"Lindau, Nürensdorferstrasse",47.440807,8.670862,,,12.067734952489408
38161,8590711,"Maiacher, Station",47.32815,8.631795,,,8.87095529620916
38162,8590712,"Maur, Aschbach",47.351902,8.660819,,,9.551793631564495
38163,8590713,"Maur, Dorf",47.340485,8.669632,,,10.621184104109041
38164,8590714,"Maur, Kirche",47.33785,8.674006,,,11.040835769857983
38165,8590715,"Maur, Platten",47.343357,8.660721,,,9.877844339298539
38166,8590716,"Maur, See",47.34007,8.678659,,,11.266822165053696
38167,8590718,"Meilen, Schulhaus Obermeilen",47.26789,8.656103,,,15.068837867897109
38168,8590720,"Nänikon, Grossriet",47.374046,8.680798,,,10.6089446846261
38169,8590721,"Nänikon, Heuwinkelstrasse",47.36933,8.682586,,,10.778839908998071
38170,8590722,"Neuhaus bei Hinteregg, Station",47.312775,8.673782,,,12.426296912480364
38171,8590723,"Niederhasli, Bahnhof",47.478275,8.488541,,,11.80349216469197
38172,8590725,"Oberengstringen, Eggbühl",47.405525,8.474087,,,5.839420117454818
38173,8590726,"Oberengstringen, Lanzrain",47.407337,8.467951,,,6.339659555783103
38174,8590727,"Oberengstringen, Paradies",47.410484,8.458743,,,7.115457684578837
38175,8590728,"Oberengstringen, Zentrum",47.40913,8.462606,,,6.788034499263912
38176,8590729,"Oberhasli, Dorf",47.465317,8.500515,,,10.150992876661077
38177,8590730,"Oberhasli, Hasliberg",47.468735,8.503156,,,10.460305993298132
38178,8590731,"Oberhasli, Moosacker",47.47062,8.499042,,,10.74804393446449
38179,8590732,"Oberhasli, Post",47.46811,8.500749,,,10.443472229938733
38180,8590733,"Oberhasli, Spielplatz",47.471912,8.499877,,,10.8680598189046
38181,8590734,"Oberrieden Dorf, Bahnhof",47.27683,8.577267,,,11.622893005765478
38182,8590735,"Oberrieden, Hubstrasse",47.27944,8.574626,,,11.29367829716335
38183,8590736,"Oberrieden, Wattenbühlweg",47.273273,8.580159,,,12.060219447698705
38184,8590737,"Oetwil an der Limmat, Halde",47.425373,8.4001465,,,11.791825350854271
38185,8590738,"Oetwil an der Limmat, Oberdorf",47.427734,8.398143,,,12.045304950265646
38186,8590739,"Oetwil an der Limmat, Post",47.427822,8.394819,,,12.272991252374574
38187,8590740,"Opfikon, Aublick",47.42468,8.577528,,,5.892284533645839
38188,8590741,"Opfikon, Austrasse",47.425037,8.57521,,,5.846284616774993
38189,8590742,"Opfikon, Bahnhof",47.4296,8.561654,,,5.948601918283569
38190,8590743,"Opfikon, Bubenholz",47.434498,8.571689,,,6.704125468721198
38191,8590744,"Opfikon, Dorf",47.43222,8.577941,,,6.655059885554865
38192,8590745,"Opfikon, Fernsicht",47.42348,8.581965,,,5.945446023092939
38193,8590746,"Opfikon, Grätzli",47.424923,8.581372,,,6.059274168277692
38194,8590747,"Opfikon, Grossacker",47.42677,8.579091,,,6.152967431382931
38195,8590748,"Opfikon, Neuwiesen",47.42804,8.574339,,,6.1185051656237155
38196,8590750,"Opfikon, Vreniker",47.428318,8.579594,,,6.322721305166028
38197,8590751,"Pfaffhausen, Feldhof",47.364067,8.62009,,,6.224214052460633
38198,8590752,"Pfaffhausen, Pfaffenstein",47.368557,8.628561,,,6.746844603724185
38199,8590753,"Pfaffhausen, Sängglen",47.36705,8.624761,,,6.494088775876593
38200,8590754,"Regensdorf, Altersheim",47.434494,8.467322,,,8.335196959766133
38201,8590755,"Regensdorf, Moosächer",47.43984,8.456722,,,9.311715928900933
38202,8590756,"Regensdorf, Feldblumenstrasse",47.43603,8.46443,,,8.607619491601886
38203,8590757,"Regensdorf, Pumpwerkstrasse",47.44612,8.462373,,,9.571582296425872
38204,8590758,"Regensdorf, Querstrasse",47.44458,8.462067,,,9.451059091402902
38205,8590759,"Regensdorf, Strassenverkehrs.",47.439713,8.46168,,,9.052663473005556
38206,8590760,"Regensdorf, Zentrum Ost",47.43022,8.470116,,,7.840085899906406
38207,8590762,"Rümlang, Bäuler",47.435543,8.557908,,,6.52409254373665
38208,8590765,"Rümlang, Letten",47.438747,8.53475,,,6.755086182803318
38209,8590766,"Rümlang, Oberdorf",47.451965,8.530285,,,8.247917556541827
38210,8590767,"Rümlang, Gemeindehaus",47.450066,8.529827,,,8.040694340089264
38211,8590768,"Rümlang, Riedmattstrasse",47.46149,8.526998,,,9.327532889518984
38212,8590771,"Rüschlikon, Bahnhof",47.30818,8.5535965,,,7.8572690106302945
38213,8590772,"Rüschlikon, Belvoir",47.30704,8.5486555,,,7.944589172549289
38214,8590773,"Rüschlikon, Bodengasse",47.31042,8.552707,,,7.601439179143715
38215,8590775,"Rüschlikon, Eggrain",47.30456,8.544308,,,8.200874864147789
38216,8590776,"Rüschlikon, Langhaldenstrasse",47.306072,8.551108,,,8.068755777408137
38217,8590777,"Rüschlikon, Loorain",47.307365,8.541999,,,7.883929281667654
38218,8590779,"Rüschlikon, Moosstrasse",47.302612,8.54544,,,8.421150885126488
38219,8590780,"Rüschlikon, Park im Grüene",47.300373,8.550371,,,8.695019749444647
38220,8590781,"Rüschlikon, Rebsteig",47.31236,8.550767,,,7.369949512413463
38221,8590782,"Rüschlikon, Säumerstrasse",47.30811,8.546167,,,7.812812817244448
38222,8590783,"Rüschlikon, Schlossstrasse",47.313686,8.553794,,,7.251951925625854
38223,8590784,"Rüschlikon, Weidstrasse",47.30571,8.55294,,,8.124019699782407
38224,8590785,"Scheuren, Station",47.32272,8.6591215,,,10.884959205982303
38225,8590786,"Schlieren, Bahnhof",47.399433,8.448547,,,7.302259778975773
38226,8590787,"Schlieren, Bahnhof Nord",47.401093,8.449222,,,7.316503711361477
38227,8590788,"Schlieren, Brunngasse",47.39649,8.448062,,,7.237844380525235
38228,8590789,"Schlieren, Am Rietpark",47.40138,8.44508,,,7.6206855495391075
38229,8590790,"Schlieren, Feldstrasse",47.403427,8.447891,,,7.5040270029384555
38230,8590791,"Schlieren, Gasometerbrücke",47.397606,8.460603,,,6.377418929830286
38231,8590792,"Schlieren, Heimeliweg",47.39456,8.43748,,,7.954390900975973
38232,8590793,"Schlieren, Industrie Gaswerk",47.40095,8.463011,,,6.346275889444958
38233,8590794,"Schlieren, Kesslerstrasse",47.39638,8.438872,,,7.901806150404353
38234,8590795,"Schlieren, Mülligen",47.395645,8.467286,,,5.829574220964615
38235,8590796,"Schlieren, Nassacker",47.39485,8.441738,,,7.650092612254167
38236,8590797,"Schlieren, Reitmen",47.39711,8.433384,,,8.322546194382245
38237,8590798,"Schlieren, Goldschlägistrasse",47.400406,8.439223,,,8.003264637038109
38238,8590799,"Schlieren, Rütistrasse",47.400806,8.45374,,,6.986730314578206
38239,8590800,"Schlieren, Spital Limmattal",47.392616,8.429754,,,8.478639755237639
38240,8590801,"Schlieren, Steinacker",47.39618,8.426377,,,8.8104094730168
38241,8590802,"Schlieren, Talacker-Windegg",47.40562,8.447811,,,7.604363413329442
38242,8590803,"Schlieren, Wagonsfabrik",47.398514,8.45418,,,6.8675225556573585
38243,8590805,"Schlieren, Zentrum/Bahnhof",47.39782,8.448431,,,7.254404566691376
38244,8590806,"Schwerzenbach ZH, Dorf",47.3805,8.651998,,,8.431976545070109
38245,8590807,"Sihlwald, Bahnhof",47.268417,8.557316,,,12.286417454874705
38246,8590811,"Thalwil, Aegertli",47.296474,8.559687,,,9.21308861910792
38247,8590812,"Thalwil, Alterszentrum",47.285572,8.56982,,,10.54789268406337
38248,8590813,"Thalwil, Archstrasse",47.296078,8.561727,,,9.282264173602453
38249,8590814,"Thalwil, Aubrigstrasse",47.288082,8.56982,,,10.274986389766601
38250,8590815,"Thalwil, Böni",47.284855,8.565284,,,10.559338354931013
38251,8590817,"Thalwil, Gewerbestrasse",47.286686,8.565418,,,10.360722571008985
38252,8590818,"Thalwil, In Reben",47.29194,8.567933,,,9.824971247464056
38253,8590819,"Thalwil, Mettli",47.282185,8.573,,,10.96822588495986
38254,8590820,"Thalwil, Oeggisbüelplatz",47.284836,8.571589,,,10.656799798362727
38255,8590822,"Thalwil, Pilgerweg",47.29816,8.561115,,,9.046002244856881
38256,8590823,"Thalwil, Platte",47.289986,8.568374,,,10.044590392403181
38257,8590824,"Thalwil, Post",47.296814,8.56266,,,9.21427437169587
38258,8590825,"Thalwil, Rainstrasse",47.28695,8.571715,,,10.429638186820924
38259,8590826,"Thalwil, Rudishaldenstrasse",47.293346,8.559265,,,9.552159409790013
38260,8590828,"Thalwil, Seehaldenstrasse",47.29777,8.554009,,,9.01125602048846
38261,8590829,"Thalwil, Trotte",47.291195,8.56603,,,9.876733305801451
38262,8590830,"Thalwil, Zehntenstrasse",47.289898,8.57052,,,10.089584373322415
38263,8590831,"Unterengstringen, Aegelsee",47.414978,8.446033,,,8.195180669906557
38264,8590832,"Unterengstringen, Eckstein",47.410484,8.449033,,,7.755856744118654
38265,8590833,"Unterengstringen, Langacher",47.412235,8.4531555,,,7.577538585745253
38266,8590834,"Urdorf Weihermatt, Bahnhof",47.380093,8.429971,,,8.311269121843958
38267,8590837,"Urdorf, Feldegg",47.392025,8.427913,,,8.602907193266214
38268,8590838,"Urdorf, Heinrich-Stutz-Strasse",47.370426,8.424706,,,8.748066652481532
38269,8590839,"Urdorf, Herweg",47.39346,8.419316,,,9.269180994266351
38270,8590840,"Urdorf, Luberzen",47.395176,8.422991,,,9.035076130918984
38271,8590841,"Urdorf, Neumatt",47.387207,8.4204035,,,9.085515713743826
38272,8590842,"Urdorf, Neumattstrasse",47.38735,8.423152,,,8.88144967893073
38273,8590843,"Urdorf, Niederurdorf",47.390335,8.4185705,,,9.267270838439604
38274,8590844,"Urdorf, Oberurdorf",47.377804,8.422973,,,8.836143347609337
38275,8590845,"Urdorf, Rainweg",47.389404,8.425335,,,8.747734838645739
38276,8590846,"Urdorf, Schlierenstrasse",47.391163,8.423152,,,8.94020011817482
38277,8590847,"Urdorf, Sonne",47.38126,8.422532,,,8.875926210619589
38278,8590848,"Urdorf, Spitzacker",47.384342,8.421823,,,8.949087117270675
38279,8590849,"Urdorf, Uitikonerstrasse",47.38226,8.425928,,,8.625279867519058
38280,8590851,"Volketswil, Chappeli",47.389458,8.674896,,,10.23143650711726
38281,8590852,"Volketswil, Milandia",47.37827,8.67424,,,10.104632247963979
38282,8590853,"Wädenswil, Baumgarten",47.22101,8.672012,,,20.12060172236507
38283,8590854,"Wädenswil, Boller",47.221542,8.682064,,,20.45489120868499
38284,8590855,"Wädenswil, Büelen",47.232502,8.661215,,,18.606422126907304
38285,8590856,"Wädenswil, Coop",47.229774,8.673171,,,19.323469876390597
38286,8590857,"Wädenswil, Eichweid",47.218384,8.675722,,,20.51314183269002
38287,8590858,"Wädenswil, Forschungsanstalt",47.221634,8.674779,,,20.164361369325203
38288,8590859,"Wädenswil, Frohmatt",47.229725,8.662589,,,18.9267299842716
38289,8590860,"Wädenswil, Giessen",47.223667,8.682783,,,20.28229187823199
38290,8590861,"Wädenswil, Glärnisch",47.23002,8.667772,,,19.091854311099834
38291,8590862,"Wädenswil, Lätten",47.233044,8.664494,,,18.676633921516363
38292,8590863,"Wädenswil, Meierhof",47.22315,8.681822,,,20.292915975184098
38293,8590864,"Wädenswil, Meierhof-Rain",47.222687,8.67998,,,20.264217613559925
38294,8590866,"Wädenswil, Neudorf",47.231243,8.665707,,,18.89594910699312
38295,8590867,"Wädenswil, Reidbach",47.221012,8.684795,,,20.61332383261891
38296,8590868,"Wädenswil, Schlossbergstrasse",47.225246,8.674994,,,19.826208155165766
38297,8590869,"Wädenswil, Sonnenrainstrasse",47.229237,8.671805,,,19.321527179372914
38298,8590870,"Wädenswil, Staubeweidli",47.22163,8.686556,,,20.625667758554805
38299,8590871,"Wädenswil, Tiefenhof",47.234592,8.662158,,,18.439341879411007
38300,8590872,"Wädenswil, Tiefenhofstrasse",47.23657,8.662526,,,18.262795991688442
38301,8590873,"Wädenswil, Tiefenhofweiher",47.23405,8.660182,,,18.41806258784618
38302,8590874,"Wädenswil, Töbelibach",47.2233,8.669201,,,19.794376704259086
38303,8590875,"Wädenswil, Tobelrain",47.230785,8.65931,,,18.70387956506693
38304,8590876,"Wädenswil, Waisenhausstrasse",47.2197,8.673925,,,20.318691666670638
38305,8590877,"Wädenswil, Weinrebe",47.231438,8.672282,,,19.130383315226773
38306,8590878,"Regensdorf-Watt, Bahnhof",47.43671,8.472837,,,8.260451538856985
38307,8590879,"Waldburg, Station",47.34539,8.593302,,,5.417472765941918
38308,8590880,"Wallisellen, Alterszentrum",47.418526,8.595467,,,6.126649219799713
38309,8590881,"Wallisellen, Belair",47.41395,8.585235,,,5.233230825008458
38310,8590882,"Wallisellen, Blumenweg",47.41262,8.604486,,,6.179781564226886
38311,8590883,"Wallisellen, Bützacker",47.421585,8.6003895,,,6.628777141733579
38312,8590884,"Wallisellen, Florastrasse",47.4117,8.597273,,,5.69562674931123
38313,8590885,"Wallisellen, Furtbach",47.411514,8.608107,,,6.32305229550536
38314,8590886,"Wallisellen, Gemeindehaus",47.41637,8.591021,,,5.723362321414267
38315,8590887,"Wallisellen, Guyer-Weg",47.416862,8.6003,,,6.250984347327449
38316,8590888,"Wallisellen, Hallenbad",47.417847,8.593454,,,5.968337400687646
38317,8590889,"Wallisellen, Herti",47.416496,8.579073,,,5.175499917340144
38318,8590890,"Wallisellen, Ifang",47.410122,8.604989,,,6.04182141983113
38319,8590892,"Wallisellen, Lindenplatz",47.419914,8.598495,,,6.395461221799443
38320,8590894,"Wallisellen, Riedenerstrasse",47.411007,8.601611,,,5.898416832310933
38321,8590895,"Wallisellen, Rosenberg",47.41235,8.5978565,,,5.776321632588244
38322,8590896,"Wallisellen, Schäfligraben",47.423668,8.599375,,,6.748867555780993
38323,8590897,"Wallisellen, Spitzacker",47.410976,8.605591,,,6.134667124035457
38324,8590898,"Wallisellen, Sportzentrum",47.414772,8.606875,,,6.470093670362295
38325,8590899,"Wallisellen, Zentrum",47.41418,8.590868,,,5.53670116604115
38326,8590900,"Wallisellen, Zielacker",47.414577,8.604881,,,6.3401283240329
38327,8590901,"Wangen b D'dorf, Dorfplatz",47.41043,8.645889,,,8.73911233472562
38328,8590902,"Wangen b D'dorf, Hätzelwisen",47.41032,8.642727,,,8.51721475189276
38329,8590903,"Wangen b D'dorf, Oberdorf",47.407955,8.646007,,,8.637788962675
38330,8590904,"Wangen b D'dorf, Stierwisen",47.409615,8.6428175,,,8.490758632586209
38331,8590905,"Wangen b D'dorf, Weidli",47.412457,8.639862,,,8.426750353584197
38332,8590906,"Wangen b D'dorf, Dürrbach",47.40806,8.6375885,,,8.06028579290087
38333,8590907,"Wangen b D'dorf, Flugsicherung",47.407646,8.639107,,,8.146016518861131
38334,8590908,"Watt, Brünigstrasse",47.44613,8.48165,,,8.757596974810616
38335,8590910,"Weiningen ZH, Aegelsee",47.415703,8.444559,,,8.33176950137597
38336,8590911,"Weiningen ZH, Ausserdorf",47.417683,8.439537,,,8.769821828684307
38337,8590913,"Weiningen ZH, Lindenplatz",47.419556,8.433941,,,9.239388486398877
38338,8590914,"Weiningen ZH, Schulhaus",47.41835,8.428668,,,9.522216181567018
38339,8590915,"Wetzikon ZH, Ettenhausen",47.322495,8.824393,,,22.301957648951962
38340,8590917,"Winterthur, Ausserdorf",47.507378,8.689251,,,18.251305076975374
38341,8590918,"Winterthur, Autobahn",47.5121,8.688685,,,18.64269013615892
38342,8590921,"Winterthur Wülflingen, Bahnhof",47.506634,8.680923,,,17.80509065968269
38343,8590922,"Winterthur, Bäumliweg",47.502125,8.744722,,,20.690154747784398
38344,8590923,"Winterthur, Bezirksgebäude",47.503902,8.72998,,,20.013729473098465
38345,8590924,"Winterthur, Bolrebenweg",47.48112,8.699267,,,16.586435056430997
